"","iteration","species_num","year_num","occupancy","species","year"
"92","1",41,2,0,"SMAR","2003"
"93","1",42,2,0,"SMIN","2003"
"94","1",43,2,0,"SMYS","2003"
"95","1",44,2,0,"SPAR","2003"
"96","1",45,2,0,"SPAU","2003"
"97","1",46,2,0,"SPUL","2003"
"98","1",47,2,0,"SRAS","2003"
"99","1",48,2,0,"SSER","2003"
"100","1",49,2,0,"STRE","2003"
"101","1",50,2,0,"SYNG","2003"
"102","1",51,2,0,"TSEM","2003"
"103","1",1,3,0,"ANDA","2004"
"104","1",2,3,0,"AUFL","2004"
"105","1",3,3,1,"BFRE","2004"
"106","1",4,3,0,"BOTH","2004"
"107","1",5,3,1,"BRAY","2004"
"108","1",6,3,0,"CAGG","2004"
"109","1",7,3,0,"CPUN","2004"
"110","1",8,3,0,"CSAT","2004"
"111","1",9,3,0,"CVEN","2004"
"112","1",10,3,1,"DVAC","2004"
"113","1",11,3,1,"EJAC","2004"
"114","1",12,3,0,"ELAT","2004"
"115","1",13,3,0,"EMBI","2004"
"116","1",14,3,0,"GNIG","2004"
"117","1",15,3,0,"HARG","2004"
"118","1",16,3,1,"HCAR","2004"
"119","1",17,3,1,"HDEC","2004"
"120","1",18,3,0,"HROS","2004"
"121","1",19,3,0,"HRUB","2004"
"122","1",20,3,0,"HSEM","2004"
"123","1",21,3,0,"MCAL","2004"
"124","1",22,3,1,"OCAL","2004"
"125","1",23,3,0,"OELO","2004"
"126","1",24,3,0,"PCAL","2004"
"127","1",25,3,1,"PCLA","2004"
"128","1",26,3,0,"PFUR","2004"
"129","1",27,3,0,"PLTR","2004"
"130","1",28,3,1,"PNEB","2004"
"131","1",29,3,0,"PTRY","2004"
"132","1",30,3,0,"RPRO","2004"
"133","1",31,3,0,"RTOX","2004"
"134","1",32,3,1,"SATR","2004"
"135","1",33,3,1,"SAUR","2004"
"136","1",34,3,0,"SCAL","2004"
"137","1",35,3,0,"SCAR","2004"
"138","1",36,3,0,"SCAU","2004"
"139","1",37,3,1,"SCHR","2004"
"140","1",38,3,0,"SCSP","2004"
"141","1",39,3,1,"SFLA","2004"
"142","1",40,3,0,"SGUT","2004"
"143","1",41,3,0,"SMAR","2004"
"144","1",42,3,0,"SMIN","2004"
"145","1",43,3,0,"SMYS","2004"
"146","1",44,3,0,"SPAR","2004"
"147","1",45,3,0,"SPAU","2004"
"148","1",46,3,0,"SPUL","2004"
"149","1",47,3,0,"SRAS","2004"
"150","1",48,3,1,"SSER","2004"
"151","1",49,3,0,"STRE","2004"
"152","1",50,3,0,"SYNG","2004"
"153","1",51,3,1,"TSEM","2004"
"154","1",1,4,0,"ANDA","2005"
"155","1",2,4,0,"AUFL","2005"
"156","1",3,4,1,"BFRE","2005"
"157","1",4,4,0,"BOTH","2005"
"158","1",5,4,1,"BRAY","2005"
"159","1",6,4,0,"CAGG","2005"
"160","1",7,4,0,"CPUN","2005"
"161","1",8,4,0,"CSAT","2005"
"162","1",9,4,0,"CVEN","2005"
"163","1",10,4,0,"DVAC","2005"
"164","1",11,4,1,"EJAC","2005"
"165","1",12,4,0,"ELAT","2005"
"166","1",13,4,0,"EMBI","2005"
"167","1",14,4,0,"GNIG","2005"
"168","1",15,4,0,"HARG","2005"
"169","1",16,4,1,"HCAR","2005"
"170","1",17,4,1,"HDEC","2005"
"171","1",18,4,0,"HROS","2005"
"172","1",19,4,0,"HRUB","2005"
"173","1",20,4,0,"HSEM","2005"
"174","1",21,4,0,"MCAL","2005"
"175","1",22,4,1,"OCAL","2005"
"176","1",23,4,1,"OELO","2005"
"177","1",24,4,0,"PCAL","2005"
"178","1",25,4,1,"PCLA","2005"
"179","1",26,4,0,"PFUR","2005"
"180","1",27,4,0,"PLTR","2005"
"181","1",28,4,1,"PNEB","2005"
"182","1",29,4,0,"PTRY","2005"
"183","1",30,4,0,"RPRO","2005"
"184","1",31,4,1,"RTOX","2005"
"185","1",32,4,1,"SATR","2005"
"186","1",33,4,1,"SAUR","2005"
"187","1",34,4,0,"SCAL","2005"
"188","1",35,4,0,"SCAR","2005"
"189","1",36,4,0,"SCAU","2005"
"190","1",37,4,0,"SCHR","2005"
"191","1",38,4,0,"SCSP","2005"
"192","1",39,4,0,"SFLA","2005"
"193","1",40,4,0,"SGUT","2005"
"194","1",41,4,0,"SMAR","2005"
"195","1",42,4,0,"SMIN","2005"
"196","1",43,4,0,"SMYS","2005"
"197","1",44,4,0,"SPAR","2005"
"198","1",45,4,0,"SPAU","2005"
"199","1",46,4,0,"SPUL","2005"
"200","1",47,4,0,"SRAS","2005"
"201","1",48,4,0,"SSER","2005"
"202","1",49,4,0,"STRE","2005"
"203","1",50,4,1,"SYNG","2005"
"204","1",51,4,0,"TSEM","2005"
"205","1",1,5,0,"ANDA","2006"
"206","1",2,5,0,"AUFL","2006"
"207","1",3,5,1,"BFRE","2006"
"208","1",4,5,0,"BOTH","2006"
"209","1",5,5,0,"BRAY","2006"
"210","1",6,5,0,"CAGG","2006"
"211","1",7,5,0,"CPUN","2006"
"212","1",8,5,0,"CSAT","2006"
"213","1",9,5,0,"CVEN","2006"
"214","1",10,5,1,"DVAC","2006"
"215","1",11,5,1,"EJAC","2006"
"216","1",12,5,0,"ELAT","2006"
"217","1",13,5,0,"EMBI","2006"
"218","1",14,5,0,"GNIG","2006"
"219","1",15,5,0,"HARG","2006"
"220","1",16,5,1,"HCAR","2006"
"221","1",17,5,1,"HDEC","2006"
"222","1",18,5,0,"HROS","2006"
"223","1",19,5,0,"HRUB","2006"
"224","1",20,5,0,"HSEM","2006"
"225","1",21,5,0,"MCAL","2006"
"226","1",22,5,1,"OCAL","2006"
"227","1",23,5,1,"OELO","2006"
"228","1",24,5,0,"PCAL","2006"
"229","1",25,5,1,"PCLA","2006"
"230","1",26,5,1,"PFUR","2006"
"231","1",27,5,0,"PLTR","2006"
"232","1",28,5,1,"PNEB","2006"
"233","1",29,5,0,"PTRY","2006"
"234","1",30,5,0,"RPRO","2006"
"235","1",31,5,0,"RTOX","2006"
"236","1",32,5,1,"SATR","2006"
"237","1",33,5,0,"SAUR","2006"
"238","1",34,5,1,"SCAL","2006"
"239","1",35,5,0,"SCAR","2006"
"240","1",36,5,0,"SCAU","2006"
"241","1",37,5,1,"SCHR","2006"
"242","1",38,5,0,"SCSP","2006"
"243","1",39,5,0,"SFLA","2006"
"244","1",40,5,0,"SGUT","2006"
"245","1",41,5,0,"SMAR","2006"
"246","1",42,5,0,"SMIN","2006"
"247","1",43,5,0,"SMYS","2006"
"248","1",44,5,0,"SPAR","2006"
"249","1",45,5,0,"SPAU","2006"
"250","1",46,5,1,"SPUL","2006"
"251","1",47,5,0,"SRAS","2006"
"252","1",48,5,1,"SSER","2006"
"253","1",49,5,0,"STRE","2006"
"254","1",50,5,0,"SYNG","2006"
"255","1",51,5,1,"TSEM","2006"
"256","1",1,6,0,"ANDA","2007"
"257","1",2,6,0,"AUFL","2007"
"258","1",3,6,0,"BFRE","2007"
"259","1",4,6,0,"BOTH","2007"
"260","1",5,6,1,"BRAY","2007"
"261","1",6,6,0,"CAGG","2007"
"262","1",7,6,0,"CPUN","2007"
"263","1",8,6,0,"CSAT","2007"
"264","1",9,6,0,"CVEN","2007"
"265","1",10,6,1,"DVAC","2007"
"266","1",11,6,1,"EJAC","2007"
"267","1",12,6,0,"ELAT","2007"
"268","1",13,6,0,"EMBI","2007"
"269","1",14,6,0,"GNIG","2007"
"270","1",15,6,0,"HARG","2007"
"271","1",16,6,1,"HCAR","2007"
"272","1",17,6,0,"HDEC","2007"
"273","1",18,6,0,"HROS","2007"
"274","1",19,6,0,"HRUB","2007"
"275","1",20,6,1,"HSEM","2007"
"276","1",21,6,0,"MCAL","2007"
"277","1",22,6,1,"OCAL","2007"
"278","1",23,6,0,"OELO","2007"
"279","1",24,6,0,"PCAL","2007"
"280","1",25,6,1,"PCLA","2007"
"281","1",26,6,1,"PFUR","2007"
"282","1",27,6,0,"PLTR","2007"
"283","1",28,6,1,"PNEB","2007"
"284","1",29,6,0,"PTRY","2007"
"285","1",30,6,0,"RPRO","2007"
"286","1",31,6,0,"RTOX","2007"
"287","1",32,6,1,"SATR","2007"
"288","1",33,6,0,"SAUR","2007"
"289","1",34,6,0,"SCAL","2007"
"290","1",35,6,0,"SCAR","2007"
"291","1",36,6,0,"SCAU","2007"
"292","1",37,6,0,"SCHR","2007"
"293","1",38,6,0,"SCSP","2007"
"294","1",39,6,1,"SFLA","2007"
"295","1",40,6,0,"SGUT","2007"
"296","1",41,6,0,"SMAR","2007"
"297","1",42,6,0,"SMIN","2007"
"298","1",43,6,0,"SMYS","2007"
"299","1",44,6,0,"SPAR","2007"
"300","1",45,6,0,"SPAU","2007"
"301","1",46,6,0,"SPUL","2007"
"302","1",47,6,0,"SRAS","2007"
"303","1",48,6,1,"SSER","2007"
"304","1",49,6,0,"STRE","2007"
"305","1",50,6,0,"SYNG","2007"
"306","1",51,6,1,"TSEM","2007"
"307","1",1,7,1,"ANDA","2008"
"308","1",2,7,0,"AUFL","2008"
"309","1",3,7,0,"BFRE","2008"
"310","1",4,7,0,"BOTH","2008"
"311","1",5,7,0,"BRAY","2008"
"312","1",6,7,1,"CAGG","2008"
"313","1",7,7,0,"CPUN","2008"
"314","1",8,7,0,"CSAT","2008"
"315","1",9,7,0,"CVEN","2008"
"316","1",10,7,0,"DVAC","2008"
"317","1",11,7,1,"EJAC","2008"
"318","1",12,7,0,"ELAT","2008"
"319","1",13,7,0,"EMBI","2008"
"320","1",14,7,0,"GNIG","2008"
"321","1",15,7,0,"HARG","2008"
"322","1",16,7,1,"HCAR","2008"
"323","1",17,7,1,"HDEC","2008"
"324","1",18,7,0,"HROS","2008"
"325","1",19,7,0,"HRUB","2008"
"326","1",20,7,1,"HSEM","2008"
"327","1",21,7,0,"MCAL","2008"
"328","1",22,7,1,"OCAL","2008"
"329","1",23,7,0,"OELO","2008"
"330","1",24,7,0,"PCAL","2008"
"331","1",25,7,1,"PCLA","2008"
"332","1",26,7,0,"PFUR","2008"
"333","1",27,7,0,"PLTR","2008"
"334","1",28,7,1,"PNEB","2008"
"335","1",29,7,0,"PTRY","2008"
"336","1",30,7,0,"RPRO","2008"
"337","1",31,7,1,"RTOX","2008"
"338","1",32,7,0,"SATR","2008"
"339","1",33,7,0,"SAUR","2008"
"340","1",34,7,1,"SCAL","2008"
"341","1",35,7,0,"SCAR","2008"
"342","1",36,7,0,"SCAU","2008"
"343","1",37,7,1,"SCHR","2008"
"344","1",38,7,0,"SCSP","2008"
"345","1",39,7,0,"SFLA","2008"
"346","1",40,7,0,"SGUT","2008"
"347","1",41,7,0,"SMAR","2008"
"348","1",42,7,0,"SMIN","2008"
"349","1",43,7,0,"SMYS","2008"
"350","1",44,7,0,"SPAR","2008"
"351","1",45,7,1,"SPAU","2008"
"352","1",46,7,0,"SPUL","2008"
"353","1",47,7,0,"SRAS","2008"
"354","1",48,7,0,"SSER","2008"
"355","1",49,7,0,"STRE","2008"
"356","1",50,7,0,"SYNG","2008"
"357","1",51,7,0,"TSEM","2008"
"358","1",1,8,0,"ANDA","2009"
"359","1",2,8,0,"AUFL","2009"
"360","1",3,8,1,"BFRE","2009"
"361","1",4,8,0,"BOTH","2009"
"362","1",5,8,1,"BRAY","2009"
"363","1",6,8,1,"CAGG","2009"
"364","1",7,8,0,"CPUN","2009"
"365","1",8,8,1,"CSAT","2009"
"366","1",9,8,0,"CVEN","2009"
"367","1",10,8,1,"DVAC","2009"
"368","1",11,8,1,"EJAC","2009"
"369","1",12,8,0,"ELAT","2009"
"370","1",13,8,0,"EMBI","2009"
"371","1",14,8,0,"GNIG","2009"
"372","1",15,8,0,"HARG","2009"
"373","1",16,8,1,"HCAR","2009"
"374","1",17,8,1,"HDEC","2009"
"375","1",18,8,1,"HROS","2009"
"376","1",19,8,0,"HRUB","2009"
"377","1",20,8,1,"HSEM","2009"
"378","1",21,8,0,"MCAL","2009"
"379","1",22,8,1,"OCAL","2009"
"380","1",23,8,0,"OELO","2009"
"381","1",24,8,0,"PCAL","2009"
"382","1",25,8,1,"PCLA","2009"
"383","1",26,8,1,"PFUR","2009"
"384","1",27,8,0,"PLTR","2009"
"385","1",28,8,1,"PNEB","2009"
"386","1",29,8,0,"PTRY","2009"
"387","1",30,8,1,"RPRO","2009"
"388","1",31,8,1,"RTOX","2009"
"389","1",32,8,1,"SATR","2009"
"390","1",33,8,0,"SAUR","2009"
"391","1",34,8,0,"SCAL","2009"
"392","1",35,8,1,"SCAR","2009"
"393","1",36,8,0,"SCAU","2009"
"394","1",37,8,1,"SCHR","2009"
"395","1",38,8,0,"SCSP","2009"
"396","1",39,8,1,"SFLA","2009"
"397","1",40,8,0,"SGUT","2009"
"398","1",41,8,0,"SMAR","2009"
"399","1",42,8,0,"SMIN","2009"
"400","1",43,8,0,"SMYS","2009"
"401","1",44,8,0,"SPAR","2009"
"402","1",45,8,0,"SPAU","2009"
"403","1",46,8,1,"SPUL","2009"
"404","1",47,8,0,"SRAS","2009"
"405","1",48,8,0,"SSER","2009"
"406","1",49,8,0,"STRE","2009"
"407","1",50,8,1,"SYNG","2009"
"408","1",51,8,1,"TSEM","2009"
"409","1",1,9,0,"ANDA","2010"
"410","1",2,9,0,"AUFL","2010"
"411","1",3,9,0,"BFRE","2010"
"412","1",4,9,0,"BOTH","2010"
"413","1",5,9,1,"BRAY","2010"
"414","1",6,9,0,"CAGG","2010"
"415","1",7,9,0,"CPUN","2010"
"416","1",8,9,0,"CSAT","2010"
"417","1",9,9,0,"CVEN","2010"
"418","1",10,9,1,"DVAC","2010"
"419","1",11,9,1,"EJAC","2010"
"420","1",12,9,0,"ELAT","2010"
"421","1",13,9,0,"EMBI","2010"
"422","1",14,9,0,"GNIG","2010"
"423","1",15,9,0,"HARG","2010"
"424","1",16,9,1,"HCAR","2010"
"425","1",17,9,0,"HDEC","2010"
"426","1",18,9,0,"HROS","2010"
"427","1",19,9,0,"HRUB","2010"
"428","1",20,9,1,"HSEM","2010"
"429","1",21,9,0,"MCAL","2010"
"430","1",22,9,1,"OCAL","2010"
"431","1",23,9,0,"OELO","2010"
"432","1",24,9,0,"PCAL","2010"
"433","1",25,9,1,"PCLA","2010"
"434","1",26,9,1,"PFUR","2010"
"435","1",27,9,0,"PLTR","2010"
"436","1",28,9,1,"PNEB","2010"
"437","1",29,9,0,"PTRY","2010"
"438","1",30,9,0,"RPRO","2010"
"439","1",31,9,1,"RTOX","2010"
"440","1",32,9,1,"SATR","2010"
"441","1",33,9,0,"SAUR","2010"
"442","1",34,9,0,"SCAL","2010"
"443","1",35,9,0,"SCAR","2010"
"444","1",36,9,0,"SCAU","2010"
"445","1",37,9,1,"SCHR","2010"
"446","1",38,9,0,"SCSP","2010"
"447","1",39,9,0,"SFLA","2010"
"448","1",40,9,0,"SGUT","2010"
"449","1",41,9,0,"SMAR","2010"
"450","1",42,9,0,"SMIN","2010"
"451","1",43,9,0,"SMYS","2010"
"452","1",44,9,0,"SPAR","2010"
"453","1",45,9,1,"SPAU","2010"
"454","1",46,9,0,"SPUL","2010"
"455","1",47,9,0,"SRAS","2010"
"456","1",48,9,0,"SSER","2010"
"457","1",49,9,0,"STRE","2010"
"458","1",50,9,1,"SYNG","2010"
"459","1",51,9,1,"TSEM","2010"
"460","1",1,10,0,"ANDA","2011"
"461","1",2,10,0,"AUFL","2011"
"462","1",3,10,1,"BFRE","2011"
"463","1",4,10,0,"BOTH","2011"
"464","1",5,10,1,"BRAY","2011"
"465","1",6,10,1,"CAGG","2011"
"466","1",7,10,0,"CPUN","2011"
"467","1",8,10,0,"CSAT","2011"
"468","1",9,10,0,"CVEN","2011"
"469","1",10,10,1,"DVAC","2011"
"470","1",11,10,1,"EJAC","2011"
"471","1",12,10,0,"ELAT","2011"
"472","1",13,10,0,"EMBI","2011"
"473","1",14,10,0,"GNIG","2011"
"474","1",15,10,0,"HARG","2011"
"475","1",16,10,0,"HCAR","2011"
"476","1",17,10,1,"HDEC","2011"
"477","1",18,10,0,"HROS","2011"
"478","1",19,10,0,"HRUB","2011"
"479","1",20,10,1,"HSEM","2011"
"480","1",21,10,0,"MCAL","2011"
"481","1",22,10,0,"OCAL","2011"
"482","1",23,10,0,"OELO","2011"
"483","1",24,10,0,"PCAL","2011"
"484","1",25,10,1,"PCLA","2011"
"485","1",26,10,0,"PFUR","2011"
"486","1",27,10,0,"PLTR","2011"
"487","1",28,10,1,"PNEB","2011"
"488","1",29,10,0,"PTRY","2011"
"489","1",30,10,0,"RPRO","2011"
"490","1",31,10,0,"RTOX","2011"
"491","1",32,10,1,"SATR","2011"
"492","1",33,10,0,"SAUR","2011"
"493","1",34,10,0,"SCAL","2011"
"494","1",35,10,0,"SCAR","2011"
"495","1",36,10,0,"SCAU","2011"
"496","1",37,10,0,"SCHR","2011"
"497","1",38,10,0,"SCSP","2011"
"498","1",39,10,0,"SFLA","2011"
"499","1",40,10,0,"SGUT","2011"
"500","1",41,10,0,"SMAR","2011"
"501","1",42,10,0,"SMIN","2011"
"502","1",43,10,0,"SMYS","2011"
"503","1",44,10,0,"SPAR","2011"
"504","1",45,10,0,"SPAU","2011"
"505","1",46,10,0,"SPUL","2011"
"506","1",47,10,0,"SRAS","2011"
"507","1",48,10,1,"SSER","2011"
"508","1",49,10,0,"STRE","2011"
"509","1",50,10,1,"SYNG","2011"
"510","1",51,10,0,"TSEM","2011"
"511","1",1,11,0,"ANDA","2012"
"512","1",2,11,0,"AUFL","2012"
"513","1",3,11,1,"BFRE","2012"
"514","1",4,11,0,"BOTH","2012"
"515","1",5,11,1,"BRAY","2012"
"516","1",6,11,0,"CAGG","2012"
"517","1",7,11,0,"CPUN","2012"
"518","1",8,11,1,"CSAT","2012"
"519","1",9,11,1,"CVEN","2012"
"520","1",10,11,1,"DVAC","2012"
"521","1",11,11,1,"EJAC","2012"
"522","1",12,11,0,"ELAT","2012"
"523","1",13,11,0,"EMBI","2012"
"524","1",14,11,0,"GNIG","2012"
"525","1",15,11,0,"HARG","2012"
"526","1",16,11,0,"HCAR","2012"
"527","1",17,11,1,"HDEC","2012"
"528","1",18,11,1,"HROS","2012"
"529","1",19,11,0,"HRUB","2012"
"530","1",20,11,0,"HSEM","2012"
"531","1",21,11,0,"MCAL","2012"
"532","1",22,11,1,"OCAL","2012"
"533","1",23,11,1,"OELO","2012"
"534","1",24,11,0,"PCAL","2012"
"535","1",25,11,1,"PCLA","2012"
"536","1",26,11,0,"PFUR","2012"
"537","1",27,11,0,"PLTR","2012"
"538","1",28,11,1,"PNEB","2012"
"539","1",29,11,0,"PTRY","2012"
"540","1",30,11,0,"RPRO","2012"
"541","1",31,11,1,"RTOX","2012"
"542","1",32,11,0,"SATR","2012"
"543","1",33,11,1,"SAUR","2012"
"544","1",34,11,1,"SCAL","2012"
"545","1",35,11,0,"SCAR","2012"
"546","1",36,11,0,"SCAU","2012"
"547","1",37,11,1,"SCHR","2012"
"548","1",38,11,0,"SCSP","2012"
"549","1",39,11,0,"SFLA","2012"
"550","1",40,11,0,"SGUT","2012"
"551","1",41,11,0,"SMAR","2012"
"552","1",42,11,0,"SMIN","2012"
"553","1",43,11,1,"SMYS","2012"
"554","1",44,11,0,"SPAR","2012"
"555","1",45,11,0,"SPAU","2012"
"556","1",46,11,0,"SPUL","2012"
"557","1",47,11,0,"SRAS","2012"
"558","1",48,11,1,"SSER","2012"
"559","1",49,11,0,"STRE","2012"
"560","1",50,11,0,"SYNG","2012"
"561","1",51,11,1,"TSEM","2012"
"562","1",1,12,1,"ANDA","2013"
"563","1",2,12,0,"AUFL","2013"
"564","1",3,12,0,"BFRE","2013"
"565","1",4,12,0,"BOTH","2013"
"566","1",5,12,1,"BRAY","2013"
"567","1",6,12,1,"CAGG","2013"
"568","1",7,12,0,"CPUN","2013"
"569","1",8,12,0,"CSAT","2013"
"570","1",9,12,0,"CVEN","2013"
"571","1",10,12,1,"DVAC","2013"
"572","1",11,12,1,"EJAC","2013"
"573","1",12,12,0,"ELAT","2013"
"574","1",13,12,0,"EMBI","2013"
"575","1",14,12,0,"GNIG","2013"
"576","1",15,12,0,"HARG","2013"
"577","1",16,12,0,"HCAR","2013"
"578","1",17,12,1,"HDEC","2013"
"579","1",18,12,0,"HROS","2013"
"580","1",19,12,0,"HRUB","2013"
"581","1",20,12,1,"HSEM","2013"
"582","1",21,12,0,"MCAL","2013"
"583","1",22,12,1,"OCAL","2013"
"584","1",23,12,0,"OELO","2013"
"585","1",24,12,1,"PCAL","2013"
"586","1",25,12,1,"PCLA","2013"
"587","1",26,12,1,"PFUR","2013"
"588","1",27,12,0,"PLTR","2013"
"589","1",28,12,1,"PNEB","2013"
"590","1",29,12,0,"PTRY","2013"
"591","1",30,12,0,"RPRO","2013"
"592","1",31,12,0,"RTOX","2013"
"593","1",32,12,1,"SATR","2013"
"594","1",33,12,1,"SAUR","2013"
"595","1",34,12,1,"SCAL","2013"
"596","1",35,12,0,"SCAR","2013"
"597","1",36,12,0,"SCAU","2013"
"598","1",37,12,0,"SCHR","2013"
"599","1",38,12,0,"SCSP","2013"
"600","1",39,12,0,"SFLA","2013"
"601","1",40,12,0,"SGUT","2013"
"602","1",41,12,0,"SMAR","2013"
"603","1",42,12,0,"SMIN","2013"
"604","1",43,12,1,"SMYS","2013"
"605","1",44,12,0,"SPAR","2013"
"606","1",45,12,0,"SPAU","2013"
"607","1",46,12,0,"SPUL","2013"
"608","1",47,12,0,"SRAS","2013"
"609","1",48,12,1,"SSER","2013"
"610","1",49,12,0,"STRE","2013"
"611","1",50,12,0,"SYNG","2013"
"612","1",51,12,0,"TSEM","2013"
"613","1",1,13,0,"ANDA","2014"
"614","1",2,13,0,"AUFL","2014"
"615","1",3,13,0,"BFRE","2014"
"616","1",4,13,0,"BOTH","2014"
"617","1",5,13,0,"BRAY","2014"
"618","1",6,13,0,"CAGG","2014"
"619","1",7,13,0,"CPUN","2014"
"620","1",8,13,0,"CSAT","2014"
"621","1",9,13,0,"CVEN","2014"
"622","1",10,13,0,"DVAC","2014"
"623","1",11,13,1,"EJAC","2014"
"624","1",12,13,0,"ELAT","2014"
"625","1",13,13,0,"EMBI","2014"
"626","1",14,13,0,"GNIG","2014"
"627","1",15,13,0,"HARG","2014"
"628","1",16,13,1,"HCAR","2014"
"629","1",17,13,1,"HDEC","2014"
"630","1",18,13,0,"HROS","2014"
"631","1",19,13,0,"HRUB","2014"
"632","1",20,13,0,"HSEM","2014"
"633","1",21,13,0,"MCAL","2014"
"634","1",22,13,1,"OCAL","2014"
"635","1",23,13,0,"OELO","2014"
"636","1",24,13,0,"PCAL","2014"
"637","1",25,13,1,"PCLA","2014"
"638","1",26,13,1,"PFUR","2014"
"639","1",27,13,0,"PLTR","2014"
"640","1",28,13,1,"PNEB","2014"
"641","1",29,13,0,"PTRY","2014"
"642","1",30,13,0,"RPRO","2014"
"643","1",31,13,0,"RTOX","2014"
"644","1",32,13,1,"SATR","2014"
"645","1",33,13,0,"SAUR","2014"
"646","1",34,13,0,"SCAL","2014"
"647","1",35,13,0,"SCAR","2014"
"648","1",36,13,0,"SCAU","2014"
"649","1",37,13,0,"SCHR","2014"
"650","1",38,13,0,"SCSP","2014"
"651","1",39,13,1,"SFLA","2014"
"652","1",40,13,1,"SGUT","2014"
"653","1",41,13,0,"SMAR","2014"
"654","1",42,13,0,"SMIN","2014"
"655","1",43,13,0,"SMYS","2014"
"656","1",44,13,0,"SPAR","2014"
"657","1",45,13,0,"SPAU","2014"
"658","1",46,13,0,"SPUL","2014"
"659","1",47,13,0,"SRAS","2014"
"660","1",48,13,0,"SSER","2014"
"661","1",49,13,0,"STRE","2014"
"662","1",50,13,0,"SYNG","2014"
"663","1",51,13,1,"TSEM","2014"
"664","1",1,14,0,"ANDA","2015"
"665","1",2,14,0,"AUFL","2015"
"666","1",3,14,0,"BFRE","2015"
"667","1",4,14,0,"BOTH","2015"
"668","1",5,14,0,"BRAY","2015"
