"","RECYEAR","RECMONTH","RECDAY","TRANSNUM","WATERSHED","COMMONNAME","AOUCODE","NOBS","TransID","yrID","SpecID","DURATION","REP"
"53",1981,6,10,14,"020B","Western Kingbird","WEKI",0,3,1,53,35,1
"54",1981,6,10,14,"020B","Yellow-billed Cuckoo","YBCU",1,3,1,54,35,1
"55",1981,6,10,14,"020B","Yellow Warbler","YEWA",0,3,1,55,35,1
"56",1981,6,17,3,"004B","Acadian Flycatcher","ACFL",0,1,1,1,45,1
"57",1981,6,17,3,"004B","American Crow","AMCR",0,1,1,2,45,1
"58",1981,6,17,3,"004B","American Goldfinch","AMGO",0,1,1,3,45,1
"59",1981,6,17,3,"004B","American Robin","AMRO",0,1,1,4,45,1
"60",1981,6,17,3,"004B","American Tree Sparrow","ATSP",0,1,1,5,45,1
"61",1981,6,17,3,"004B","Baltimore Oriole","BAOR",1,1,1,6,45,1
"62",1981,6,17,3,"004B","Barn Swallow","BARS",0,1,1,7,45,1
"63",1981,6,17,3,"004B","Bell's Vireo","BEVI",0,1,1,8,45,1
"64",1981,6,17,3,"004B","Black-capped Chickadee","BCCH",0,1,1,9,45,1
"65",1981,6,17,3,"004B","Blue Grosbeak","BLGR",0,1,1,10,45,1
"66",1981,6,17,3,"004B","Blue Jay","BLJA",0,1,1,11,45,1
"67",1981,6,17,3,"004B","Brown-headed Cowbird","BHCO",11,1,1,12,45,1
"68",1981,6,17,3,"004B","Brown Thrasher","BRTH",0,1,1,13,45,1
"69",1981,6,17,3,"004B","Cliff Swallow","CLSW",0,1,1,14,45,1
"70",1981,6,17,3,"004B","Common Grackle","COGR",0,1,1,15,45,1
"71",1981,6,17,3,"004B","Common Yellowthroat","COYE",0,1,1,16,45,1
"72",1981,6,17,3,"004B","Dark-eyed Junco","DEJU",0,1,1,17,45,1
"73",1981,6,17,3,"004B","Dickcissel","DICK",10,1,1,18,45,1
"74",1981,6,17,3,"004B","Eastern Bluebird","EABL",0,1,1,19,45,1
"75",1981,6,17,3,"004B","Eastern Kingbird","EAKI",0,1,1,20,45,1
"76",1981,6,17,3,"004B","Eastern Meadowlark","EAME",5,1,1,21,45,1
"77",1981,6,17,3,"004B","Eastern Towhee","EATO",0,1,1,22,45,1
"78",1981,6,17,3,"004B","European Starling","EUST",0,1,1,23,45,1
"79",1981,6,17,3,"004B","Field Sparrow","FISP",0,1,1,24,45,1
"80",1981,6,17,3,"004B","Grasshopper Sparrow","GRSP",5,1,1,25,45,1
"81",1981,6,17,3,"004B","Gray Catbird","GRCA",0,1,1,26,45,1
"82",1981,6,17,3,"004B","Great-tailed Grackle","GTGR",0,1,1,27,45,1
"83",1981,6,17,3,"004B","Great Crested Flycatcher","GCFL",0,1,1,28,45,1
"84",1981,6,17,3,"004B","Henslow's Sparrow","HESP",2,1,1,29,45,1
"85",1981,6,17,3,"004B","Horned Lark","HOLA",0,1,1,30,45,1
"86",1981,6,17,3,"004B","House Wren","HOWR",0,1,1,31,45,1
"87",1981,6,17,3,"004B","Indigo Bunting","INBU",0,1,1,32,45,1
"88",1981,6,17,3,"004B","Lark Sparrow","LASP",0,1,1,33,45,1
"89",1981,6,17,3,"004B","LeConte's Sparrow","LCSP",0,1,1,34,45,1
"90",1981,6,17,3,"004B","Lincoln's Sparrow","LISP",0,1,1,35,45,1
"91",1981,6,17,3,"004B","Loggerhead Shrike","LOSH",0,1,1,36,45,1
"92",1981,6,17,3,"004B","Mourning Dove","MODO",2,1,1,37,45,1
"93",1981,6,17,3,"004B","Northern Cardinal","NOCA",0,1,1,38,45,1
"94",1981,6,17,3,"004B","Northern Flicker","NOFL",1,1,1,39,45,1
"95",1981,6,17,3,"004B","Northern Rough-winged Swallow","NRWS",0,1,1,40,45,1
"96",1981,6,17,3,"004B","Orchard Oriole","OROR",0,1,1,41,45,1
"97",1981,6,17,3,"004B","Pine Siskin","PISI",0,1,1,42,45,1
"98",1981,6,17,3,"004B","Red-winged Blackbird","RWBL",0,1,1,43,45,1
"99",1981,6,17,3,"004B","Savannah Sparrow","SAVS",0,1,1,44,45,1
"100",1981,6,17,3,"004B","Sedge Wren","SEWR",0,1,1,45,45,1
"101",1981,6,17,3,"004B","Song Sparrow","SOSP",0,1,1,46,45,1
"102",1981,6,17,3,"004B","Spotted Towhee","SPTO",0,1,1,47,45,1
"103",1981,6,17,3,"004B","Summer Tanager","SUTA",0,1,1,48,45,1
"104",1981,6,17,3,"004B","Swamp Sparrow","SWSP",0,1,1,49,45,1
"105",1981,6,17,3,"004B","Tufted Titmouse","TUTI",0,1,1,50,45,1
"106",1981,6,17,3,"004B","Vesper Sparrow","VESP",0,1,1,51,45,1
"107",1981,6,17,3,"004B","Warbling Vireo","WAVI",0,1,1,52,45,1
"108",1981,6,17,3,"004B","Western Kingbird","WEKI",0,1,1,53,45,1
"109",1981,6,17,3,"004B","Yellow-billed Cuckoo","YBCU",0,1,1,54,45,1
"110",1981,6,17,3,"004B","Yellow Warbler","YEWA",0,1,1,55,45,1
"111",1981,6,24,8,"001D","Acadian Flycatcher","ACFL",0,2,1,1,55,1
"112",1981,6,24,8,"001D","American Crow","AMCR",0,2,1,2,55,1
"113",1981,6,24,8,"001D","American Goldfinch","AMGO",0,2,1,3,55,1
"114",1981,6,24,8,"001D","American Robin","AMRO",0,2,1,4,55,1
"115",1981,6,24,8,"001D","American Tree Sparrow","ATSP",0,2,1,5,55,1
"116",1981,6,24,8,"001D","Baltimore Oriole","BAOR",0,2,1,6,55,1
"117",1981,6,24,8,"001D","Barn Swallow","BARS",0,2,1,7,55,1
"118",1981,6,24,8,"001D","Bell's Vireo","BEVI",0,2,1,8,55,1
"119",1981,6,24,8,"001D","Black-capped Chickadee","BCCH",0,2,1,9,55,1
"120",1981,6,24,8,"001D","Blue Grosbeak","BLGR",0,2,1,10,55,1
"121",1981,6,24,8,"001D","Blue Jay","BLJA",0,2,1,11,55,1
"122",1981,6,24,8,"001D","Brown-headed Cowbird","BHCO",5,2,1,12,55,1
"123",1981,6,24,8,"001D","Brown Thrasher","BRTH",0,2,1,13,55,1
"124",1981,6,24,8,"001D","Cliff Swallow","CLSW",0,2,1,14,55,1
"125",1981,6,24,8,"001D","Common Grackle","COGR",3,2,1,15,55,1
"126",1981,6,24,8,"001D","Common Yellowthroat","COYE",0,2,1,16,55,1
"127",1981,6,24,8,"001D","Dark-eyed Junco","DEJU",0,2,1,17,55,1
"128",1981,6,24,8,"001D","Dickcissel","DICK",20,2,1,18,55,1
"129",1981,6,24,8,"001D","Eastern Bluebird","EABL",0,2,1,19,55,1
"130",1981,6,24,8,"001D","Eastern Kingbird","EAKI",1,2,1,20,55,1
"131",1981,6,24,8,"001D","Eastern Meadowlark","EAME",3,2,1,21,55,1
"132",1981,6,24,8,"001D","Eastern Towhee","EATO",0,2,1,22,55,1
"133",1981,6,24,8,"001D","European Starling","EUST",0,2,1,23,55,1
"134",1981,6,24,8,"001D","Field Sparrow","FISP",0,2,1,24,55,1
"135",1981,6,24,8,"001D","Grasshopper Sparrow","GRSP",7,2,1,25,55,1
"136",1981,6,24,8,"001D","Gray Catbird","GRCA",0,2,1,26,55,1
"137",1981,6,24,8,"001D","Great-tailed Grackle","GTGR",0,2,1,27,55,1
"138",1981,6,24,8,"001D","Great Crested Flycatcher","GCFL",0,2,1,28,55,1
"139",1981,6,24,8,"001D","Henslow's Sparrow","HESP",0,2,1,29,55,1
"140",1981,6,24,8,"001D","Horned Lark","HOLA",0,2,1,30,55,1
"141",1981,6,24,8,"001D","House Wren","HOWR",0,2,1,31,55,1
"142",1981,6,24,8,"001D","Indigo Bunting","INBU",0,2,1,32,55,1
"143",1981,6,24,8,"001D","Lark Sparrow","LASP",0,2,1,33,55,1
"144",1981,6,24,8,"001D","LeConte's Sparrow","LCSP",0,2,1,34,55,1
"145",1981,6,24,8,"001D","Lincoln's Sparrow","LISP",0,2,1,35,55,1
"146",1981,6,24,8,"001D","Loggerhead Shrike","LOSH",0,2,1,36,55,1
"147",1981,6,24,8,"001D","Mourning Dove","MODO",3,2,1,37,55,1
"148",1981,6,24,8,"001D","Northern Cardinal","NOCA",0,2,1,38,55,1
"149",1981,6,24,8,"001D","Northern Flicker","NOFL",0,2,1,39,55,1
"150",1981,6,24,8,"001D","Northern Rough-winged Swallow","NRWS",0,2,1,40,55,1
"151",1981,6,24,8,"001D","Orchard Oriole","OROR",0,2,1,41,55,1
"152",1981,6,24,8,"001D","Pine Siskin","PISI",0,2,1,42,55,1
"153",1981,6,24,8,"001D","Red-winged Blackbird","RWBL",2,2,1,43,55,1
"154",1981,6,24,8,"001D","Savannah Sparrow","SAVS",0,2,1,44,55,1
"155",1981,6,24,8,"001D","Sedge Wren","SEWR",0,2,1,45,55,1
"156",1981,6,24,8,"001D","Song Sparrow","SOSP",0,2,1,46,55,1
"157",1981,6,24,8,"001D","Spotted Towhee","SPTO",0,2,1,47,55,1
"158",1981,6,24,8,"001D","Summer Tanager","SUTA",0,2,1,48,55,1
"159",1981,6,24,8,"001D","Swamp Sparrow","SWSP",0,2,1,49,55,1
"160",1981,6,24,8,"001D","Tufted Titmouse","TUTI",0,2,1,50,55,1
"161",1981,6,24,8,"001D","Vesper Sparrow","VESP",0,2,1,51,55,1
"162",1981,6,24,8,"001D","Warbling Vireo","WAVI",0,2,1,52,55,1
"163",1981,6,24,8,"001D","Western Kingbird","WEKI",0,2,1,53,55,1
"164",1981,6,24,8,"001D","Yellow-billed Cuckoo","YBCU",0,2,1,54,55,1
"165",1981,6,24,8,"001D","Yellow Warbler","YEWA",0,2,1,55,55,1
"166",1981,10,11,8,"001D","Acadian Flycatcher","ACFL",0,2,1,1,62,2
"167",1981,10,11,8,"001D","American Crow","AMCR",0,2,1,2,62,2
"168",1981,10,11,8,"001D","American Goldfinch","AMGO",0,2,1,3,62,2
"169",1981,10,11,8,"001D","American Robin","AMRO",0,2,1,4,62,2
"170",1981,10,11,8,"001D","American Tree Sparrow","ATSP",0,2,1,5,62,2
"171",1981,10,11,8,"001D","Baltimore Oriole","BAOR",0,2,1,6,62,2
"172",1981,10,11,8,"001D","Barn Swallow","BARS",0,2,1,7,62,2
"173",1981,10,11,8,"001D","Bell's Vireo","BEVI",0,2,1,8,62,2
"174",1981,10,11,8,"001D","Black-capped Chickadee","BCCH",0,2,1,9,62,2
"175",1981,10,11,8,"001D","Blue Grosbeak","BLGR",0,2,1,10,62,2
"176",1981,10,11,8,"001D","Blue Jay","BLJA",0,2,1,11,62,2
"177",1981,10,11,8,"001D","Brown-headed Cowbird","BHCO",0,2,1,12,62,2
"178",1981,10,11,8,"001D","Brown Thrasher","BRTH",0,2,1,13,62,2
"179",1981,10,11,8,"001D","Cliff Swallow","CLSW",0,2,1,14,62,2
"180",1981,10,11,8,"001D","Common Grackle","COGR",0,2,1,15,62,2
"181",1981,10,11,8,"001D","Common Yellowthroat","COYE",0,2,1,16,62,2
"182",1981,10,11,8,"001D","Dark-eyed Junco","DEJU",0,2,1,17,62,2
"183",1981,10,11,8,"001D","Dickcissel","DICK",0,2,1,18,62,2
"184",1981,10,11,8,"001D","Eastern Bluebird","EABL",0,2,1,19,62,2
"185",1981,10,11,8,"001D","Eastern Kingbird","EAKI",0,2,1,20,62,2
"186",1981,10,11,8,"001D","Eastern Meadowlark","EAME",5,2,1,21,62,2
"187",1981,10,11,8,"001D","Eastern Towhee","EATO",0,2,1,22,62,2
"188",1981,10,11,8,"001D","European Starling","EUST",0,2,1,23,62,2
"189",1981,10,11,8,"001D","Field Sparrow","FISP",0,2,1,24,62,2
"190",1981,10,11,8,"001D","Grasshopper Sparrow","GRSP",0,2,1,25,62,2
"191",1981,10,11,8,"001D","Gray Catbird","GRCA",0,2,1,26,62,2
"192",1981,10,11,8,"001D","Great-tailed Grackle","GTGR",0,2,1,27,62,2
"193",1981,10,11,8,"001D","Great Crested Flycatcher","GCFL",0,2,1,28,62,2
"194",1981,10,11,8,"001D","Henslow's Sparrow","HESP",0,2,1,29,62,2
"195",1981,10,11,8,"001D","Horned Lark","HOLA",0,2,1,30,62,2
"196",1981,10,11,8,"001D","House Wren","HOWR",0,2,1,31,62,2
"197",1981,10,11,8,"001D","Indigo Bunting","INBU",0,2,1,32,62,2
"198",1981,10,11,8,"001D","Lark Sparrow","LASP",0,2,1,33,62,2
"199",1981,10,11,8,"001D","LeConte's Sparrow","LCSP",3,2,1,34,62,2
"200",1981,10,11,8,"001D","Lincoln's Sparrow","LISP",17,2,1,35,62,2
"201",1981,10,11,8,"001D","Loggerhead Shrike","LOSH",0,2,1,36,62,2
"202",1981,10,11,8,"001D","Mourning Dove","MODO",0,2,1,37,62,2
"203",1981,10,11,8,"001D","Northern Cardinal","NOCA",0,2,1,38,62,2
"204",1981,10,11,8,"001D","Northern Flicker","NOFL",1,2,1,39,62,2
"205",1981,10,11,8,"001D","Northern Rough-winged Swallow","NRWS",0,2,1,40,62,2
"206",1981,10,11,8,"001D","Orchard Oriole","OROR",0,2,1,41,62,2
"207",1981,10,11,8,"001D","Pine Siskin","PISI",0,2,1,42,62,2
"208",1981,10,11,8,"001D","Red-winged Blackbird","RWBL",8,2,1,43,62,2
"209",1981,10,11,8,"001D","Savannah Sparrow","SAVS",3,2,1,44,62,2
"210",1981,10,11,8,"001D","Sedge Wren","SEWR",2,2,1,45,62,2
"211",1981,10,11,8,"001D","Song Sparrow","SOSP",0,2,1,46,62,2
"212",1981,10,11,8,"001D","Spotted Towhee","SPTO",0,2,1,47,62,2
"213",1981,10,11,8,"001D","Summer Tanager","SUTA",0,2,1,48,62,2
"214",1981,10,11,8,"001D","Swamp Sparrow","SWSP",0,2,1,49,62,2
"215",1981,10,11,8,"001D","Tufted Titmouse","TUTI",0,2,1,50,62,2
"216",1981,10,11,8,"001D","Vesper Sparrow","VESP",0,2,1,51,62,2
"217",1981,10,11,8,"001D","Warbling Vireo","WAVI",0,2,1,52,62,2
"218",1981,10,11,8,"001D","Western Kingbird","WEKI",0,2,1,53,62,2
"219",1981,10,11,8,"001D","Yellow-billed Cuckoo","YBCU",0,2,1,54,62,2
"220",1981,10,11,8,"001D","Yellow Warbler","YEWA",0,2,1,55,62,2
"221",1981,10,12,3,"004B","Acadian Flycatcher","ACFL",0,1,1,1,35,2
"222",1981,10,12,3,"004B","American Crow","AMCR",0,1,1,2,35,2
"223",1981,10,12,3,"004B","American Goldfinch","AMGO",0,1,1,3,35,2
"224",1981,10,12,3,"004B","American Robin","AMRO",0,1,1,4,35,2
"225",1981,10,12,3,"004B","American Tree Sparrow","ATSP",0,1,1,5,35,2
"226",1981,10,12,3,"004B","Baltimore Oriole","BAOR",0,1,1,6,35,2
"227",1981,10,12,3,"004B","Barn Swallow","BARS",0,1,1,7,35,2
"228",1981,10,12,3,"004B","Bell's Vireo","BEVI",0,1,1,8,35,2
"229",1981,10,12,3,"004B","Black-capped Chickadee","BCCH",0,1,1,9,35,2
"230",1981,10,12,3,"004B","Blue Grosbeak","BLGR",0,1,1,10,35,2
"231",1981,10,12,3,"004B","Blue Jay","BLJA",0,1,1,11,35,2
"232",1981,10,12,3,"004B","Brown-headed Cowbird","BHCO",0,1,1,12,35,2
"233",1981,10,12,3,"004B","Brown Thrasher","BRTH",0,1,1,13,35,2
"234",1981,10,12,3,"004B","Cliff Swallow","CLSW",0,1,1,14,35,2
"235",1981,10,12,3,"004B","Common Grackle","COGR",0,1,1,15,35,2
"236",1981,10,12,3,"004B","Common Yellowthroat","COYE",0,1,1,16,35,2
"237",1981,10,12,3,"004B","Dark-eyed Junco","DEJU",0,1,1,17,35,2
"238",1981,10,12,3,"004B","Dickcissel","DICK",0,1,1,18,35,2
"239",1981,10,12,3,"004B","Eastern Bluebird","EABL",0,1,1,19,35,2
"240",1981,10,12,3,"004B","Eastern Kingbird","EAKI",0,1,1,20,35,2
"241",1981,10,12,3,"004B","Eastern Meadowlark","EAME",1,1,1,21,35,2
"242",1981,10,12,3,"004B","Eastern Towhee","EATO",0,1,1,22,35,2
"243",1981,10,12,3,"004B","European Starling","EUST",0,1,1,23,35,2
"244",1981,10,12,3,"004B","Field Sparrow","FISP",0,1,1,24,35,2
"245",1981,10,12,3,"004B","Grasshopper Sparrow","GRSP",0,1,1,25,35,2
"246",1981,10,12,3,"004B","Gray Catbird","GRCA",0,1,1,26,35,2
"247",1981,10,12,3,"004B","Great-tailed Grackle","GTGR",0,1,1,27,35,2
"248",1981,10,12,3,"004B","Great Crested Flycatcher","GCFL",0,1,1,28,35,2
"249",1981,10,12,3,"004B","Henslow's Sparrow","HESP",0,1,1,29,35,2
"250",1981,10,12,3,"004B","Horned Lark","HOLA",0,1,1,30,35,2
"251",1981,10,12,3,"004B","House Wren","HOWR",0,1,1,31,35,2
"252",1981,10,12,3,"004B","Indigo Bunting","INBU",0,1,1,32,35,2
"253",1981,10,12,3,"004B","Lark Sparrow","LASP",0,1,1,33,35,2
"254",1981,10,12,3,"004B","LeConte's Sparrow","LCSP",0,1,1,34,35,2
"255",1981,10,12,3,"004B","Lincoln's Sparrow","LISP",0,1,1,35,35,2
"256",1981,10,12,3,"004B","Loggerhead Shrike","LOSH",0,1,1,36,35,2
"257",1981,10,12,3,"004B","Mourning Dove","MODO",0,1,1,37,35,2
"258",1981,10,12,3,"004B","Northern Cardinal","NOCA",0,1,1,38,35,2
"259",1981,10,12,3,"004B","Northern Flicker","NOFL",0,1,1,39,35,2
"260",1981,10,12,3,"004B","Northern Rough-winged Swallow","NRWS",0,1,1,40,35,2
"261",1981,10,12,3,"004B","Orchard Oriole","OROR",0,1,1,41,35,2
"262",1981,10,12,3,"004B","Pine Siskin","PISI",0,1,1,42,35,2
"263",1981,10,12,3,"004B","Red-winged Blackbird","RWBL",0,1,1,43,35,2
"264",1981,10,12,3,"004B","Savannah Sparrow","SAVS",0,1,1,44,35,2
"265",1981,10,12,3,"004B","Sedge Wren","SEWR",0,1,1,45,35,2
"266",1981,10,12,3,"004B","Song Sparrow","SOSP",0,1,1,46,35,2
"267",1981,10,12,3,"004B","Spotted Towhee","SPTO",0,1,1,47,35,2
"268",1981,10,12,3,"004B","Summer Tanager","SUTA",0,1,1,48,35,2
"269",1981,10,12,3,"004B","Swamp Sparrow","SWSP",0,1,1,49,35,2
"270",1981,10,12,3,"004B","Tufted Titmouse","TUTI",0,1,1,50,35,2
"271",1981,10,12,3,"004B","Vesper Sparrow","VESP",1,1,1,51,35,2
"272",1981,10,12,3,"004B","Warbling Vireo","WAVI",0,1,1,52,35,2
"273",1981,10,12,3,"004B","Western Kingbird","WEKI",0,1,1,53,35,2
"274",1981,10,12,3,"004B","Yellow-billed Cuckoo","YBCU",0,1,1,54,35,2
"275",1981,10,12,3,"004B","Yellow Warbler","YEWA",0,1,1,55,35,2
"276",1981,10,14,14,"020B","Acadian Flycatcher","ACFL",0,3,1,1,32,2
"277",1981,10,14,14,"020B","American Crow","AMCR",0,3,1,2,32,2
"278",1981,10,14,14,"020B","American Goldfinch","AMGO",0,3,1,3,32,2
"279",1981,10,14,14,"020B","American Robin","AMRO",0,3,1,4,32,2
"280",1981,10,14,14,"020B","American Tree Sparrow","ATSP",0,3,1,5,32,2
"281",1981,10,14,14,"020B","Baltimore Oriole","BAOR",0,3,1,6,32,2
"282",1981,10,14,14,"020B","Barn Swallow","BARS",0,3,1,7,32,2
"283",1981,10,14,14,"020B","Bell's Vireo","BEVI",0,3,1,8,32,2
"284",1981,10,14,14,"020B","Black-capped Chickadee","BCCH",0,3,1,9,32,2
"285",1981,10,14,14,"020B","Blue Grosbeak","BLGR",0,3,1,10,32,2
"286",1981,10,14,14,"020B","Blue Jay","BLJA",0,3,1,11,32,2
"287",1981,10,14,14,"020B","Brown-headed Cowbird","BHCO",0,3,1,12,32,2
"288",1981,10,14,14,"020B","Brown Thrasher","BRTH",0,3,1,13,32,2
"289",1981,10,14,14,"020B","Cliff Swallow","CLSW",0,3,1,14,32,2
"290",1981,10,14,14,"020B","Common Grackle","COGR",0,3,1,15,32,2
"291",1981,10,14,14,"020B","Common Yellowthroat","COYE",0,3,1,16,32,2
"292",1981,10,14,14,"020B","Dark-eyed Junco","DEJU",0,3,1,17,32,2
"293",1981,10,14,14,"020B","Dickcissel","DICK",0,3,1,18,32,2
"294",1981,10,14,14,"020B","Eastern Bluebird","EABL",0,3,1,19,32,2
"295",1981,10,14,14,"020B","Eastern Kingbird","EAKI",0,3,1,20,32,2
"296",1981,10,14,14,"020B","Eastern Meadowlark","EAME",0,3,1,21,32,2
"297",1981,10,14,14,"020B","Eastern Towhee","EATO",0,3,1,22,32,2
"298",1981,10,14,14,"020B","European Starling","EUST",0,3,1,23,32,2
"299",1981,10,14,14,"020B","Field Sparrow","FISP",0,3,1,24,32,2
"300",1981,10,14,14,"020B","Grasshopper Sparrow","GRSP",0,3,1,25,32,2
"301",1981,10,14,14,"020B","Gray Catbird","GRCA",0,3,1,26,32,2
"302",1981,10,14,14,"020B","Great-tailed Grackle","GTGR",0,3,1,27,32,2
"303",1981,10,14,14,"020B","Great Crested Flycatcher","GCFL",0,3,1,28,32,2
"304",1981,10,14,14,"020B","Henslow's Sparrow","HESP",0,3,1,29,32,2
"305",1981,10,14,14,"020B","Horned Lark","HOLA",0,3,1,30,32,2
"306",1981,10,14,14,"020B","House Wren","HOWR",0,3,1,31,32,2
"307",1981,10,14,14,"020B","Indigo Bunting","INBU",0,3,1,32,32,2
"308",1981,10,14,14,"020B","Lark Sparrow","LASP",0,3,1,33,32,2
"309",1981,10,14,14,"020B","LeConte's Sparrow","LCSP",4,3,1,34,32,2
"310",1981,10,14,14,"020B","Lincoln's Sparrow","LISP",1,3,1,35,32,2
"311",1981,10,14,14,"020B","Loggerhead Shrike","LOSH",0,3,1,36,32,2
"312",1981,10,14,14,"020B","Mourning Dove","MODO",0,3,1,37,32,2
"313",1981,10,14,14,"020B","Northern Cardinal","NOCA",0,3,1,38,32,2
"314",1981,10,14,14,"020B","Northern Flicker","NOFL",0,3,1,39,32,2
"315",1981,10,14,14,"020B","Northern Rough-winged Swallow","NRWS",0,3,1,40,32,2
"316",1981,10,14,14,"020B","Orchard Oriole","OROR",0,3,1,41,32,2
"317",1981,10,14,14,"020B","Pine Siskin","PISI",0,3,1,42,32,2
"318",1981,10,14,14,"020B","Red-winged Blackbird","RWBL",0,3,1,43,32,2
"319",1981,10,14,14,"020B","Savannah Sparrow","SAVS",0,3,1,44,32,2
"320",1981,10,14,14,"020B","Sedge Wren","SEWR",3,3,1,45,32,2
"321",1981,10,14,14,"020B","Song Sparrow","SOSP",0,3,1,46,32,2
"322",1981,10,14,14,"020B","Spotted Towhee","SPTO",0,3,1,47,32,2
"323",1981,10,14,14,"020B","Summer Tanager","SUTA",0,3,1,48,32,2
"324",1981,10,14,14,"020B","Swamp Sparrow","SWSP",0,3,1,49,32,2
"325",1981,10,14,14,"020B","Tufted Titmouse","TUTI",0,3,1,50,32,2
"326",1981,10,14,14,"020B","Vesper Sparrow","VESP",0,3,1,51,32,2
"327",1981,10,14,14,"020B","Warbling Vireo","WAVI",0,3,1,52,32,2
"328",1981,10,14,14,"020B","Western Kingbird","WEKI",0,3,1,53,32,2
"329",1981,10,14,14,"020B","Yellow-billed Cuckoo","YBCU",0,3,1,54,32,2
